n avg model
7830000 41.653766283525 41.612858839684
7840000 41.655605612245 41.614798764503
7850000 41.657126369427 41.616736151867
7860000 41.658164885496 41.618671008326
7870000 41.660431766201 41.620603340405
7880000 41.660646954315 41.622533154604
7890000 41.663126489227 41.624460457397
7900000 41.666152911392 41.626385255236
7910000 41.668493046776 41.628307554546
7920000 41.669119949495 41.630227361726
7930000 41.671736191677 41.632144683155
7940000 41.672635264484 41.634059525183
7950000 41.675502138365 41.635971894138
7960000 41.676646733668 41.637881796325
7970000 41.679198494354 41.639789238022
7980000 41.680416290727 41.641694225487
7990000 41.682481351690 41.643596764950
8000000 41.684099750000 41.645496862621
8010000 41.685992259675 41.647394524685
8020000 41.687767331671 41.649289757303
8030000 41.689657783313 41.651182566614
8040000 41.691325124378 41.653072958733
8050000 41.693433788820 41.654960939752
8060000 41.694871712159 41.656846515741
8070000 41.697313754647 41.658729692747
8080000 41.699970544554 41.660610476793
8090000 41.701615327565 41.662488873881
8100000 41.703031851852 41.664364889989
8110000 41.704988162762 41.666238531074
8120000 41.706069458128 41.668109803071
8130000 41.707797785978 41.669978711892
8140000 41.709621867322 41.671845263426
8150000 41.710890797546 41.673709463543
8160000 41.711999509804 41.675571318089
8170000 41.713116768666 41.677430832888
8180000 41.714656234719 41.679288013743
8190000 41.715672039072 41.681142866437
8200000 41.717687317073 41.682995396731
8210000 41.720226309379 41.684845610362
8220000 41.722442579075 41.686693513049
8230000 41.724074362090 41.688539110490
8240000 41.725208495146 41.690382408359
8250000 41.727228848485 41.692223412312
8260000 41.729241646489 41.694062127984
8270000 41.731304232164 41.695898560989
8280000 41.732379468599 41.697732716918
8290000 41.734691435464 41.699564601346
8300000 41.736205060241 41.701394219824
8310000 41.737372322503 41.703221577885
8320000 41.739062259615 41.705046681041
8330000 41.740558703481 41.706869534783
8340000 41.743068345324 41.708690144585
8350000 41.744173892216 41.710508515897
8360000 41.745629425837 41.712324654152
8370000 41.747730465950 41.714138564763
8380000 41.749889021480 41.715950253123
8390000 41.751930393325 41.717759724606
8400000 41.754175000000 41.719566984566
8410000 41.755094173603 41.721372038337
8420000 41.756434441805 41.723174891237
8430000 41.757250771056 41.724975548561
8440000 41.759401895735 41.726774015587
8450000 41.761399053254 41.728570297573
8460000 41.762898108747 41.730364399761
8470000 41.764072255018 41.732156327370
8480000 41.766075235849 41.733946085604
8490000 41.767883627797 41.735733679646
8500000 41.769200470588 41.737519114661
8510000 41.770447238543 41.739302395798
8520000 41.771684272300 41.741083528184
8530000 41.773287221571 41.742862516929
8540000 41.775429039813 41.744639367128
8550000 41.776900116959 41.746414083853
8560000 41.777967757009 41.748186672161
8570000 41.779409101517 41.749957137090
8580000 41.780821445221 41.751725483662
8590000 41.782947613504 41.753491716880
8600000 41.784563720930 41.755255841728
8610000 41.786850174216 41.757017863174
8620000 41.788709744780 41.758777786170
8630000 41.790509617613 41.760535615647
8640000 41.791318055556 41.762291356522
8650000 41.792722080925 41.764045013693
8660000 41.794130023095 41.765796592041
8670000 41.794908650519 41.767546096430
8680000 41.796943317972 41.769293531709
8690000 41.799363406214 41.771038902706
8700000 41.802367816092 41.772782214237
8710000 41.803814236510 41.774523471096
8720000 41.803831880734 41.776262678066
8730000 41.806020847652 41.777999839909
8740000 41.807832951945 41.779734961372
8750000 41.808644800000 41.781468047186
8760000 41.810153652968 41.783199102065
8770000 41.811845610034 41.784928130707
8780000 41.814133712984 41.786655137794
8790000 41.816854379977 41.788380127991
8800000 41.817717272727 41.790103105947
8810000 41.818685357548 41.791824076298
8820000 41.820494331066 41.793543043659
8830000 41.822262061155 41.795260012633
8840000 41.824543212670 41.796974987806
8850000 41.825879096045 41.798687973747
8860000 41.827620767494 41.800398975013
8870000 41.828650281849 41.802107996141
8880000 41.829512162162 41.803815041656
8890000 41.830916985377 41.805520116065
8900000 41.831940674157 41.807223223861
8910000 41.834202693603 41.808924369523
8920000 41.835576008969 41.810623557512
8930000 41.837248824188 41.812320792276
8940000 41.838863087248 41.814016078246
8950000 41.840737653631 41.815709419840
8960000 41.842541741071 41.817400821461
8970000 41.844798216276 41.819090287494
8980000 41.845694877506 41.820777822314
8990000 41.846416240267 41.822463430277
9000000 41.848460222222 41.824147115727
9010000 41.849815982242 41.825828882993
9020000 41.851358536585 41.827508736388
9030000 41.852853377630 41.829186680211
9040000 41.854425000000 41.830862718749
9050000 41.856190055249 41.832536856271
9060000 41.856889183223 41.834209097034
9070000 41.891648070562 41.835879445280
9080000 41.893444273128 41.837547905238
9090000 41.895023542354 41.839214481121
9100000 41.896095164835 41.840879177130
9110000 41.897970801317 41.842541997450
9120000 41.899598464912 41.844202946253
9130000 41.900860240964 41.845862027698
9140000 41.902542013129 41.847519245929
9150000 41.904499672131 41.849174605077
9160000 41.905693449782 41.850828109259
9170000 41.906659105780 41.852479762578
9180000 41.909026143791 41.854129569124
9190000 41.910865288357 41.855777532974
9200000 41.912271521739 41.857423658191
9210000 41.913858631922 41.859067948824
9220000 41.916093492408 41.860710408909
9230000 41.917928927411 41.862351042470
9240000 41.919198917749 41.863989853517
9250000 41.920286054054 41.865626846047
9260000 41.923014254860 41.867262024042
9270000 41.924472060410 41.868895391474
9280000 41.925703879310 41.870526952300
9290000 41.926727233585 41.872156710465
9300000 41.929246021505 41.873784669902
9310000 41.930056498389 41.875410834529
9320000 41.930913519313 41.877035208252
9330000 41.933084673098 41.878657794965
9340000 41.934898072805 41.880278598550
9350000 41.936440213904 41.881897622875
9360000 41.938037606838 41.883514871796
9370000 41.940199146211 41.885130349156
9380000 41.942484861407 41.886744058787
9390000 41.943280937167 41.888356004506
9400000 41.945498510638 41.889966190122
9410000 41.947008714134 41.891574619427
9420000 41.948859235669 41.893181296204
9430000 41.949901166490 41.894786224222
9440000 41.951305296610 41.896389407240
9450000 41.953081904762 41.897990849002
9460000 41.955252642706 41.899590553243
9470000 41.956227243928 41.901188523685
9480000 41.957558860759 41.902784764036
9490000 41.958833087460 41.904379277996
9500000 41.960297894737 41.905972069250
9510000 41.961404626709 41.907563141472
9520000 41.962526260504 41.909152498327
9530000 41.964728646380 41.910740143463
9540000 41.965566247379 41.912326080522
9550000 41.966899895288 41.913910313131
9560000 41.968388493724 41.915492844907
9570000 41.969938766980 41.917073679454
9580000 41.970844258873 41.918652820366
9590000 41.973121793535 41.920230271225
9600000 41.974300416667 41.921806035603
9610000 41.975976274714 41.923380117059
9620000 41.977204158004 41.924952519142
9630000 41.979183592939 41.926523245388
9640000 41.979836514523 41.928092299325
9650000 41.981115647668 41.929659684467
9660000 41.983027122153 41.931225404318
9670000 41.984384074457 41.932789462371
9680000 41.985917355372 41.934351862110
9690000 41.987854489164 41.935912607004
9700000 41.990199175258 41.937471700514
9710000 41.990817095778 41.939029146091
9720000 41.993254938272 41.940584947173
9730000 41.994438026721 41.942139107187
9740000 41.995240041068 41.943691629553
9750000 41.995638769231 41.945242517676
9760000 41.997819877049 41.946791774954
9770000 41.999330194473 41.948339404771
9780000 42.000777505112 41.949885410503
9790000 42.002321348315 41.951429795515
9800000 42.004228979592 41.952972563162
9810000 42.005924974516 41.954513716788
9820000 42.007499796334 41.956053259726
9830000 42.009058189217 41.957591195300
9840000 42.010851422764 41.959127526823
9850000 42.011565076142 41.960662257598
9860000 42.013278904665 41.962195390919
9870000 42.013287943262 41.963726930068
9880000 42.015606072874 41.965256878318
9890000 42.017191102123 41.966785238932
9900000 42.018957373737 41.968312015162
9910000 42.019867810293 41.969837210251
9920000 42.020192338710 41.971360827433
9930000 42.021454179255 41.972882869929
9940000 42.022687927565 41.974403340955
9950000 42.024443819095 41.975922243712
9960000 42.025780722892 41.977439581395
9970000 42.027306519559 41.978955357187
9980000 42.029083767535 41.980469574263
9990000 42.030772972973 41.981982235788
10000000 42.033912200000 41.983493344917
